name,latitude,longitude,minElevation,maxCloudCover,priority,exposure,capture_mode,default_capture_mode,start_times,end_times
vanmijenfjorden,77.80,15.60,60,1,2260,50,wide,0,"[datetime.datetime(2025, 1, 21, 10, 44, 6, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 12, 17, 29, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 18, 27, 52, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 11, 45, 15, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 17, 56, 5, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 44, 9, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 12, 16, 49, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 18, 28, 11, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 11, 45, 26, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 17, 56, 15, tzinfo=datetime.timezone.utc)]"
alesund,62.67,5.98,60,1,2250,40,wide,0,"[datetime.datetime(2025, 1, 21, 10, 48, 16, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 8, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 47, 46, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 16, tzinfo=datetime.timezone.utc)]"
bergen,60.3661,5.3218,60,1,2240,40,wide,0,"[datetime.datetime(2025, 1, 22, 10, 16, 40, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 58, 42, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 10, 16, 52, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 58, 15, tzinfo=datetime.timezone.utc)]"
roervik,65.00,10.50,60,1,2230,50,wide,0,"[datetime.datetime(2025, 1, 21, 19, 58, 11, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 15, 17, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 58, 23, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 15, 37, tzinfo=datetime.timezone.utc)]"
skagerrak,58.45,10.08,60,1,2220,35,wide,0,"[datetime.datetime(2025, 1, 22, 10, 17, 9, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 10, 16, 59, tzinfo=datetime.timezone.utc)]"
solbergstrand,59.62,10.65,60,1,2210,40,wide,0,"[datetime.datetime(2025, 1, 22, 10, 16, 48, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 10, 16, 43, tzinfo=datetime.timezone.utc)]"
fredrikstad,59.15,10.87,60,1,2200,35,wide,0,"[datetime.datetime(2025, 1, 22, 10, 17, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 10, 16, 43, tzinfo=datetime.timezone.utc)]"
ytrehvaler,59.02,10.80,60,1,2190,35,wide,0,"[datetime.datetime(2025, 1, 22, 10, 17, 3, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 10, 16, 45, tzinfo=datetime.timezone.utc)]"
hardangerfjorden,60.18,6.05,60,1,2180,35,wide,0,"[datetime.datetime(2025, 1, 22, 10, 16, 39, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 10, 16, 56, tzinfo=datetime.timezone.utc)]"
vaeroeya,67.67,12.6,60,1,2170,35,wide,0,"[datetime.datetime(2025, 1, 21, 19, 58, 43, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 14, 33, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 27, 13, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 58, 59, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 14, 53, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 26, 46, tzinfo=datetime.timezone.utc)]"
vardoe,70.34,31.1,60,1,2160,35,wide,0,"[datetime.datetime(2025, 1, 21, 18, 25, 38, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 9, 41, 41, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 18, 25, 59, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 9, 41, 19, tzinfo=datetime.timezone.utc)]"
andoeya,69.24,16.13,60,1,2150,35,wide,0,"[datetime.datetime(2025, 1, 22, 10, 14, 4, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 27, 4, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 10, 14, 22, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 27, 23, tzinfo=datetime.timezone.utc)]"
dutchwadden,53.08,5.05,60,1,2140,35,wide,0,"[datetime.datetime(2025, 1, 22, 10, 18, 28, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 56, 29, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 10, 18, 44, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 56, 48, tzinfo=datetime.timezone.utc)]"
osensjoen,61.22,11.86,60,1,2130,35,wide,0,"[datetime.datetime(2025, 1, 21, 19, 57, 23, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 22, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 9, 44, 33, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 57, 15, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 16, tzinfo=datetime.timezone.utc)]"
storsjoen,60.36,11.67,60,1,2120,35,wide,0,"[datetime.datetime(2025, 1, 21, 19, 57, 24, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 39, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 9, 44, 44, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 56, 50, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 24, tzinfo=datetime.timezone.utc)]"
boknafjorden,59.21,5.86,60,1,2110,35,wide,0,"[datetime.datetime(2025, 1, 22, 10, 16, 53, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 58, 24, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 10, 17, 12, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 57, 56, tzinfo=datetime.timezone.utc)]"
hardangerjokul,60.56,7.25,60,1,2100,35,wide,0,"[datetime.datetime(2025, 1, 22, 10, 16, 29, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 10, 16, 50, tzinfo=datetime.timezone.utc)]"
hardangerjokul2,60.52,7.37,60,1,2090,35,wide,0,"[datetime.datetime(2025, 1, 22, 10, 16, 30, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 10, 16, 50, tzinfo=datetime.timezone.utc)]"
peteriisland,-68.83,-90.61,60,1,2080,30,wide,0,"[datetime.datetime(2025, 1, 21, 14, 30, 40, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 14, 30, 59, tzinfo=datetime.timezone.utc)]"
bouvet,-54.42,3.36,60,1,2070,30,wide,0,"[datetime.datetime(2025, 1, 21, 22, 34, 19, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 9, 13, 4, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 22, 34, 17, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 9, 12, 54, tzinfo=datetime.timezone.utc)]"
bearisland,74.44,19.03,60,1,2060,30,wide,0,"[datetime.datetime(2025, 1, 21, 10, 44, 39, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 18, 27, 7, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 12, 48, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 44, 53, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 18, 27, 17, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 13, 1, tzinfo=datetime.timezone.utc)]"
janmayen,71.00,-8.40,60,1,2050,30,wide,0,"[datetime.datetime(2025, 1, 21, 12, 19, 35, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 11, 47, 33, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 21, 1, 22, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 12, 19, 30, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 11, 47, 51, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 21, 1, 42, tzinfo=datetime.timezone.utc)]"
ytresogn,61.14,5.32,60,1,2040,35,quaternion,0,"[datetime.datetime(2025, 1, 22, 10, 16, 30, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 10, 16, 39, tzinfo=datetime.timezone.utc)]"
moby,20.80,-157.00,50,5,2030,30,wide,0,"[datetime.datetime(2025, 1, 21, 20, 22, 30, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 8, 16, 56, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 20, 22, 40, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 8, 17, 34, tzinfo=datetime.timezone.utc)]"
palgrunden,58.76,13.15,50,5,2020,30,wide,0,"[datetime.datetime(2025, 1, 21, 19, 56, 26, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 17, 14, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 9, 44, 36, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 56, 53, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 27, tzinfo=datetime.timezone.utc)]"
gloria,45.16,29.38,50,5,2010,30,wide,0,"[datetime.datetime(2025, 1, 22, 19, 20, 25, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 8, 14, 37, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 19, 21, 8, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 8, 15, 3, tzinfo=datetime.timezone.utc)]"
erie,41.70,-82.70,50,5,2000,30,wide,0,"[datetime.datetime(2025, 1, 21, 15, 35, 38, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 3, 8, 43, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 15, 35, 28, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 3, 9, 13, tzinfo=datetime.timezone.utc)]"
baotau,40.85,109.60,50,1,1990,30,wide,0,[],[]
greenbay,44.58,-87.95,50,5,1980,30,wide,0,"[datetime.datetime(2025, 1, 23, 3, 9, 34, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 23, 3, 10, 14, tzinfo=datetime.timezone.utc)]"
irbe,57.75,21.72,50,5,1970,40,wide,0,"[datetime.datetime(2025, 1, 21, 19, 55, 51, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 24, 1, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 56, 19, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 24, 26, tzinfo=datetime.timezone.utc)]"
thornton,51.53,2.96,50,5,1960,40,wide,0,"[datetime.datetime(2025, 1, 22, 10, 18, 39, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 56, 1, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 10, 19, 29, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 56, 41, tzinfo=datetime.timezone.utc)]"
lacrau,43.10,6.00,50,5,1950,25,wide,0,"[datetime.datetime(2025, 1, 22, 20, 53, 49, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 20, 54, 25, tzinfo=datetime.timezone.utc)]"
rrvplaya,38.50,-115.69,50,1,1940,20,quaternion,0,"[datetime.datetime(2025, 1, 22, 5, 13, 51, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 18, 11, 28, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 5, 14, 39, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 18, 11, 53, tzinfo=datetime.timezone.utc)]"
gobabeb,-23.56,15.00,50,1,1930,20,wide,0,"[datetime.datetime(2025, 1, 21, 21, 8, 19, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 8, 32, 37, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 21, 9, 7, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 8, 33, 6, tzinfo=datetime.timezone.utc)]"
blanca,-39.15,-61.72,50,5,1920,30,wide,0,"[datetime.datetime(2025, 1, 22, 13, 50, 21, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 13, 50, 35, tzinfo=datetime.timezone.utc)]"
venice,45.30,12.50,50,5,1910,35,wide,0,[],[]
laplata,-34.8,-57.89,50,5,1900,30,wide,0,[],[]
berre,43.44,50.97,50,5,1890,30,wide,0,"[datetime.datetime(2025, 1, 21, 18, 18, 27, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 7, 13, 16, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 17, 46, 38, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 6, 41, 39, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 18, 18, 22, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 7, 13, 23, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 17, 46, 32, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 6, 41, 19, tzinfo=datetime.timezone.utc)]"
magest,45.54,-1.04,50,5,1880,30,wide,0,"[datetime.datetime(2025, 1, 21, 21, 26, 26, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 20, 24, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 21, 27, 15, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 21, 4, tzinfo=datetime.timezone.utc)]"
zeebrugge,51.36,31.18,50,5,1870,30,wide,0,"[datetime.datetime(2025, 1, 22, 8, 45, 3, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 21, 56, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 8, 12, 59, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 8, 45, 3, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 22, 35, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 8, 13, 25, tzinfo=datetime.timezone.utc)]"
casablanca,40.72,1.36,50,5,1860,30,wide,0,"[datetime.datetime(2025, 1, 21, 21, 25, 8, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 21, 31, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 21, 25, 56, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 22, 11, tzinfo=datetime.timezone.utc)]"
plocan,28.04,-15.39,50,5,1850,30,wide,0,"[datetime.datetime(2025, 1, 21, 10, 57, 46, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 57, 24, tzinfo=datetime.timezone.utc)]"
ngomeni,-2.90,40.20,50,5,1840,30,wide,0,"[datetime.datetime(2025, 1, 22, 19, 7, 56, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 19, 8, 28, tzinfo=datetime.timezone.utc)]"
lucinda,-18.50,146.40,50,5,1830,30,wide,0,[],[]
kemigawa,35.60,140.00,50,5,1820,30,wide,0,"[datetime.datetime(2025, 1, 21, 12, 1, 5, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 0, 59, 43, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 12, 1, 19, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 1, 0, 30, tzinfo=datetime.timezone.utc)]"
ariake,33.10,130.30,50,5,1810,30,wide,0,"[datetime.datetime(2025, 1, 22, 13, 1, 45, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 13, 2, 18, tzinfo=datetime.timezone.utc)]"
socheongcho,37.40,124.70,50,5,1800,30,wide,0,"[datetime.datetime(2025, 1, 22, 13, 3, 7, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 2, 0, 55, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 13, 3, 36, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 2, 1, 43, tzinfo=datetime.timezone.utc)]"
buenosaires,-34.50,57.90,50,5,1790,30,wide,1,"[datetime.datetime(2025, 1, 23, 5, 28, 9, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 23, 5, 28, 2, tzinfo=datetime.timezone.utc)]"
wavescis,28.86,-90.48,50,5,1780,30,wide,0,"[datetime.datetime(2025, 1, 22, 3, 37, 30, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 3, 38, 17, tzinfo=datetime.timezone.utc)]"
hboi,27.51,-80.40,50,5,1770,30,wide,0,"[datetime.datetime(2025, 1, 21, 15, 38, 45, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 3, 4, 56, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 15, 39, 19, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 3, 5, 38, tzinfo=datetime.timezone.utc)]"
lakeokeechobee,26.91,-80.80,50,5,1760,30,wide,0,"[datetime.datetime(2025, 1, 21, 15, 38, 53, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 3, 4, 46, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 15, 39, 32, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 3, 5, 32, tzinfo=datetime.timezone.utc)]"
cocobeach,28.41,-80.60,50,5,1750,30,wide,0,"[datetime.datetime(2025, 1, 21, 15, 38, 29, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 3, 5, 10, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 15, 39, 10, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 3, 5, 53, tzinfo=datetime.timezone.utc)]"
wilmington,33.50,-77.60,50,5,1740,30,wide,0,"[datetime.datetime(2025, 1, 21, 15, 37, 22, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 15, 37, 26, tzinfo=datetime.timezone.utc)]"
virginiabeach,36.90,-75.70,50,5,1730,30,wide,0,"[datetime.datetime(2025, 1, 22, 15, 4, 44, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 15, 4, 35, tzinfo=datetime.timezone.utc)]"
annapolis,39.10,-76.30,50,5,1720,30,wide,0,"[datetime.datetime(2025, 1, 21, 15, 35, 47, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 15, 36, 5, tzinfo=datetime.timezone.utc)]"
longisland,41.00,-73.30,50,5,1710,30,wide,0,"[datetime.datetime(2025, 1, 22, 2, 7, 21, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 15, 3, 15, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 2, 7, 23, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 15, 3, 47, tzinfo=datetime.timezone.utc)]"
mvco,41.30,-70.60,50,5,1700,30,wide,0,"[datetime.datetime(2025, 1, 22, 2, 6, 56, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 15, 2, 55, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 2, 7, 42, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 15, 3, 45, tzinfo=datetime.timezone.utc)]"
losangeles,33.60,-118.10,50,5,1690,30,quaternion,0,"[datetime.datetime(2025, 1, 22, 5, 13, 13, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 18, 12, 40, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 5, 13, 3, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 18, 13, 21, tzinfo=datetime.timezone.utc)]"
grizzlybay,38.10,-121.90,50,5,1680,30,wide,0,"[datetime.datetime(2025, 1, 22, 18, 11, 57, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 18, 12, 7, tzinfo=datetime.timezone.utc)]"
voertsjaerv,58.27,26.05,50,5,1670,30,wide,0,"[datetime.datetime(2025, 1, 22, 8, 43, 16, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 23, 46, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 8, 43, 48, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 24, 36, tzinfo=datetime.timezone.utc)]"
wraysbury,51.45,-0.53,50,5,1660,30,wide,0,"[datetime.datetime(2025, 1, 21, 10, 50, 58, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 21, 27, 59, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 19, 2, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 51, 7, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 21, 28, 39, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 19, 26, tzinfo=datetime.timezone.utc)]"
garda,45.57,10.57,50,5,1650,30,wide,0,"[datetime.datetime(2025, 1, 22, 20, 54, 22, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 20, 54, 44, tzinfo=datetime.timezone.utc)]"
macquarie,-54.67,158.82,50,5,1640,30,wide,0,"[datetime.datetime(2025, 1, 21, 22, 16, 25, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 22, 16, 23, tzinfo=datetime.timezone.utc)]"
heard,-53.0,73.22,50,5,1630,30,wide,0,"[datetime.datetime(2025, 1, 21, 17, 52, 49, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 4, 30, 42, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 17, 21, 17, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 17, 53, 24, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 4, 31, 26, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 17, 21, 13, tzinfo=datetime.timezone.utc)]"
torshavn,62.0,-6.7,50,5,1620,30,wide,0,"[datetime.datetime(2025, 1, 21, 21, 30, 46, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 59, 24, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 21, 31, 34, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 59, 17, tzinfo=datetime.timezone.utc)]"
aquawatchlakehume,-36.11,147.03,50,5,1610,30,wide,0,"[datetime.datetime(2025, 1, 21, 23, 44, 40, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 12, 44, 4, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 23, 45, 31, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 12, 43, 32, tzinfo=datetime.timezone.utc)]"
aquawatchcockburn,-32.25,149.06,50,5,1600,30,wide,0,"[datetime.datetime(2025, 1, 21, 23, 43, 38, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 23, 44, 25, tzinfo=datetime.timezone.utc)]"
aquawatchmoreton,-27.29,153.26,50,5,1590,30,wide,0,"[datetime.datetime(2025, 1, 21, 11, 44, 40, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 11, 44, 49, tzinfo=datetime.timezone.utc)]"
aquawatchspencer,-34.41,135.9,50,5,1580,30,wide,0,"[datetime.datetime(2025, 1, 21, 13, 16, 10, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 0, 46, 24, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 13, 16, 56, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 0, 45, 57, tzinfo=datetime.timezone.utc)]"
aquawatchplymouth,50.40,-4.20,50,5,1570,30,wide,0,"[datetime.datetime(2025, 1, 21, 10, 51, 4, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 21, 27, 51, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 51, 52, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 21, 28, 33, tzinfo=datetime.timezone.utc)]"
aquawatchmelbourne,-37.99,44.69,50,5,1560,30,wide,0,"[datetime.datetime(2025, 1, 21, 19, 30, 47, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 31, 6, tzinfo=datetime.timezone.utc)]"
aquawatchheron ,-23.44,151.91,50,5,1550,30,wide,0,"[datetime.datetime(2025, 1, 21, 11, 46, 2, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 23, 41, 23, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 11, 45, 32, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 23, 41, 59, tzinfo=datetime.timezone.utc)]"
aquawatchcoral,-23.13,113.73,50,5,1540,30,wide,0,"[datetime.datetime(2025, 1, 22, 14, 21, 17, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 2, 16, 56, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 14, 21, 30, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 2, 17, 16, tzinfo=datetime.timezone.utc)]"
aquawatchgoogang,-35.41,149.26,50,5,1530,30,wide,0,"[datetime.datetime(2025, 1, 21, 23, 44, 31, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 23, 45, 8, tzinfo=datetime.timezone.utc)]"
aquawatchkeppel,-23.46,150.94,50,5,1520,30,wide,0,"[datetime.datetime(2025, 1, 21, 23, 41, 20, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 23, 42, 7, tzinfo=datetime.timezone.utc)]"
aquawatchsarawak,1.68,110.21,50,5,1510,30,wide,0,"[datetime.datetime(2025, 1, 22, 2, 42, 34, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 14, 27, 29, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 2, 43, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 14, 28, 9, tzinfo=datetime.timezone.utc)]"
